"leverantor","period","tjanst","tjanstdelt_ny","tjanstdelt_pagaende","tjanstdelt_avslutat","total_ny","total_pagaende","andel_ny","andel_pagaende"
"Sigma Academy AB","2022-12","Rusta och Matcha",10,76,6,10114,70789,0.00098872849515523,0.00107361313198378
"Sigma Academy AB","2023-01","Rusta och Matcha",9,76,11,7787,67057,0.00115577244124823,0.00113336415288486
"Sigma Academy AB","2023-02","Rusta och Matcha",0,47,12,11172,67672,0,0.000694526539780116
"Sigma Academy AB","2023-03","Rusta och Matcha",0,39,6,12440,69280,0,0.000562933025404157
"Sigma Academy AB","2023-04","Rusta och Matcha",9,46,0,8486,63195,0.00106057035116663,0.000727905688741198
"Sigma Academy AB","2023-05","Rusta och Matcha",10,49,7,12038,60152,0.000830702774547267,0.000814603005718846
"Sigma Academy AB","2023-06","Rusta och Matcha",15,53,11,9226,55094,0.00162584001734229,0.000961992231458961
"Sigma Academy AB","2023-07","Rusta och Matcha",15,57,8,7862,51663,0.00190791147290766,0.00110330410545264
"Sigma Academy AB","2023-08","Rusta och Matcha",5,60,0,6562,44388,0.000761962816214569,0.00135171668018383
"Sigma Academy AB","2023-09","Rusta och Matcha",19,64,15,11957,41936,0.00158902734799699,0.00152613506295307
"Sigma Academy AB","2023-10","Rusta och Matcha",13,66,7,14711,47275,0.000883692475018693,0.00139608672659968
"Sigma Academy AB","2023-11","Rusta och Matcha",17,79,9,11758,52797,0.00144582411974826,0.00149629713809497
"Sigma Academy AB","2023-12","Rusta och Matcha",8,77,14,9187,56760,0.000870795689561337,0.00135658914728682
"Sigma Academy AB","2024-01","Rusta och Matcha",13,89,0,8900,59141,0.00146067415730337,0.001504878172503
"Sigma Academy AB","2024-02","Rusta och Matcha",11,96,5,10063,63776,0.00109311338567028,0.00150526843953838
"Sigma Academy AB","2024-03","Rusta och Matcha",5,96,6,8455,64400,0.000591366055588409,0.00149068322981366
"Sigma Academy AB","2024-04","Rusta och Matcha",7,97,6,6871,62884,0.00101877455974385,0.0015425227402837
"Sigma Academy AB","2024-05","Rusta och Matcha",0,90,11,6017,57867,0,0.00155529058012339
"Sigma Academy AB","2024-06","Rusta och Matcha",0,86,8,5742,53560,0,0.00160567587752054
"Sigma Academy AB","2024-07","Rusta och Matcha",0,79,11,5390,52364,0,0.00150867007868001
"Sigma Academy AB","2024-08","Rusta och Matcha",0,69,14,2960,46070,0,0.00149772085956154
"Sigma Academy AB","2024-09","Rusta och Matcha",0,57,17,6345,43259,0,0.0013176448831457
"Sigma Academy AB","2024-10","Rusta och Matcha",6,51,12,7366,41513,0.000814553353244638,0.00122853082167032
"Sigma Academy AB","2024-11","Rusta och Matcha",10,45,10,5696,39416,0.00175561797752809,0.0011416683580272
"Sigma Academy AB","2024-12","Rusta och Matcha",0,38,7,5974,40168,0,0.000946026687910775
"Sigruns Consulting HB","2022-07","Rusta och Matcha",0,0,0,7911,69212,0,0
"Sigruns Consulting HB","2022-08","Rusta och Matcha",0,6,0,4820,65940,0,9.09918107370337e-05
"Sigruns Consulting HB","2022-09","Rusta och Matcha",0,9,0,8197,66124,0,0.000136107918456234
"Sigruns Consulting HB","2022-10","Rusta och Matcha",6,12,0,11356,69163,0.000528355054596689,0.000173503173662218
"Sigruns Consulting HB","2022-11","Rusta och Matcha",0,14,0,10934,70709,0,0.00019799459757598
"Sigruns Consulting HB","2022-12","Rusta och Matcha",5,18,0,10114,70789,0.000494364247577615,0.000254276794417212
"Sigruns Consulting HB","2023-01","Rusta och Matcha",0,22,0,7787,67057,0,0.000328079096887722
"Sigruns Consulting HB","2023-02","Rusta och Matcha",5,26,0,11172,67672,0.000447547440028643,0.000384206170942192
"Sigruns Consulting HB","2023-03","Rusta och Matcha",9,33,0,12440,69280,0.000723472668810289,0.000476327944572748
"Sigruns Consulting HB","2023-04","Rusta och Matcha",0,31,6,8486,63195,0,0.00049054513806472
"Sigruns Consulting HB","2023-05","Rusta och Matcha",6,33,0,12038,60152,0.00049842166472836,0.000548610187524937
"Sigruns Consulting HB","2023-06","Rusta och Matcha",6,31,8,9226,55094,0.000650336006936917,0.000562674701419392
"Sigruns Consulting HB","2023-07","Rusta och Matcha",0,29,5,7862,51663,0,0.000561330158914504
"Sigruns Consulting HB","2023-08","Rusta och Matcha",6,28,6,6562,44388,0.000914355379457483,0.000630801117419122
"Sigruns Consulting HB","2023-09","Rusta och Matcha",6,23,7,11957,41936,0.000501798109893786,0.00054845478824876
"Sigruns Consulting HB","2023-10","Rusta och Matcha",6,29,0,14711,47275,0.000407858065393243,0.000613432046536224
"Sigruns Consulting HB","2023-11","Rusta och Matcha",6,33,0,11758,52797,0.000510290865793502,0.000625035513381442
"Sigruns Consulting HB","2023-12","Rusta och Matcha",0,37,0,9187,56760,0,0.000651867512332629
"Sigruns Consulting HB","2024-01","Rusta och Matcha",0,40,0,8900,59141,0,0.000676349740450787
"Sigruns Consulting HB","2024-02","Rusta och Matcha",5,41,0,10063,63776,0.000496869720759217,0.000642875062719518
"Sigruns Consulting HB","2024-03","Rusta och Matcha",5,41,5,8455,64400,0.000591366055588409,0.000636645962732919
"Sigruns Consulting HB","2024-04","Rusta och Matcha",0,43,0,6871,62884,0,0.000683798740538134
"Sigruns Consulting HB","2024-05","Rusta och Matcha",8,47,8,6017,57867,0.00132956622901778,0.000812207302953324
"Sigruns Consulting HB","2024-06","Rusta och Matcha",6,41,9,5742,53560,0.00104493207941484,0.000765496639283047
"Sigruns Consulting HB","2024-07","Rusta och Matcha",5,44,0,5390,52364,0.000927643784786642,0.000840271942555954
"Sigruns Consulting HB","2024-08","Rusta och Matcha",0,44,0,2960,46070,0,0.000955068374213154
"Sigruns Consulting HB","2024-09","Rusta och Matcha",5,47,0,6345,43259,0.000788022064617809,0.00108647911417277
"Sigruns Consulting HB","2024-10","Rusta och Matcha",6,44,9,7366,41513,0.000814553353244638,0.00105990894418616
"Sigruns Consulting HB","2024-11","Rusta och Matcha",0,39,5,5696,39416,0,0.000989445910290238
"Sigruns Consulting HB","2024-12","Rusta och Matcha",0,40,0,5974,40168,0,0.000995817566221868
"Simole AB","2022-09","Rusta och Matcha",0,0,0,8197,66124,0,0
"Simole AB","2022-10","Rusta och Matcha",14,24,0,11356,69163,0.00123282846072561,0.000347006347324436
"Simole AB","2022-11","Rusta och Matcha",15,51,0,10934,70709,0.00137186756905067,0.000721266034026786
"Simole AB","2022-12","Rusta och Matcha",10,70,0,10114,70789,0.00098872849515523,0.000988854200511379
"Simole AB","2023-01","Rusta och Matcha",14,89,0,7787,67057,0.0017978682419417,0.00132722907377306
"Simole AB","2023-02","Rusta och Matcha",9,101,0,11172,67672,0.000805585392051557,0.00149249320250621
"Simole AB","2023-03","Rusta och Matcha",10,104,5,12440,69280,0.000803858520900322,0.00150115473441109
"Simole AB","2023-04","Rusta och Matcha",7,89,23,8486,63195,0.000824888050907377,0.0014083392673471
"Simole AB","2023-05","Rusta och Matcha",0,62,27,12038,60152,0,0.0010307221705014
"Simole AB","2023-06","Rusta och Matcha",12,61,15,9226,55094,0.00130067201387383,0.0011071986060188
"Simole AB","2023-07","Rusta och Matcha",17,57,21,7862,51663,0.00216229966929534,0.00110330410545264
"Simole AB","2023-08","Rusta och Matcha",8,56,6,6562,44388,0.00121914050594331,0.00126160223483824
"Simole AB","2023-09","Rusta och Matcha",19,59,14,11957,41936,0.00158902734799699,0.00140690576115986
"Simole AB","2023-10","Rusta och Matcha",21,68,6,14711,47275,0.00142750322887635,0.00143839238498149
"Simole AB","2023-11","Rusta och Matcha",9,75,0,11758,52797,0.000765436298690253,0.0014205352576851
"Simole AB","2023-12","Rusta och Matcha",9,81,0,9187,56760,0.000979645150756504,0.00142706131078224
"Simole AB","2024-01","Rusta och Matcha",0,84,0,8900,59141,0,0.00142033445494665
"Simole AB","2024-02","Rusta och Matcha",13,97,5,10063,63776,0.00129186127397396,0.00152094831911691
"Simole AB","2024-03","Rusta och Matcha",10,99,7,8455,64400,0.00118273211117682,0.00153726708074534
"Simole AB","2024-04","Rusta och Matcha",16,89,6,6871,62884,0.0023286275651288,0.00141530436995102
"Simole AB","2024-05","Rusta och Matcha",0,0,62,6017,57867,0,0
"Simole AB","2024-06","Rusta och Matcha",0,0,0,5742,53560,0,0
"Simole AB","2024-07","Rusta och Matcha",0,0,0,5390,52364,0,0
"Simole AB","2024-08","Rusta och Matcha",0,0,0,2960,46070,0,0
"Simole AB","2024-09","Rusta och Matcha",0,0,0,6345,43259,0,0
"Simole AB","2024-11","Rusta och Matcha",0,0,0,5696,39416,0,0
"Skolbryggan AB","2024-04","Rusta och Matcha",0,20,0,6871,62884,0,0.00031804592583169
"Skolbryggan AB","2024-05","Rusta och Matcha",5,42,0,6017,57867,0.000830978893136114,0.000725802270724247
"Skolbryggan AB","2024-06","Rusta och Matcha",6,45,9,5742,53560,0.00104493207941484,0.000840179238237491
"Skolbryggan AB","2024-07","Rusta och Matcha",6,42,9,5390,52364,0.00111317254174397,0.000802077763348866
"Skolbryggan AB","2024-08","Rusta och Matcha",0,33,12,2960,46070,0,0.000716301280659865
"Skolbryggan AB","2024-09","Rusta och Matcha",5,32,8,6345,43259,0.000788022064617809,0.000739730460713378
"Skolbryggan AB","2024-10","Rusta och Matcha",0,29,7,7366,41513,0,0.000698576349577241
"Skolbryggan AB","2024-11","Rusta och Matcha",9,34,5,5696,39416,0.00158005617977528,0.000862593870509438
"Skolbryggan AB","2024-12","Rusta och Matcha",6,39,0,5974,40168,0.00100435219283562,0.000970922127066321
"Smart Matchning AB","2024-01","Rusta och Matcha",0,0,0,8900,59141,0,0
"Smart Matchning AB","2024-02","Rusta och Matcha",7,11,0,10063,63776,0.000695617609062904,0.000172478675363773
"Smart Matchning AB","2024-03","Rusta och Matcha",0,11,0,8455,64400,0,0.000170807453416149
"Smart Matchning AB","2024-04","Rusta och Matcha",0,16,0,6871,62884,0,0.000254436740665352
"Smart Matchning AB","2024-05","Rusta och Matcha",7,24,0,6017,57867,0.00116337045039056,0.00041474415469957
"Smart Matchning AB","2024-06","Rusta och Matcha",6,28,0,5742,53560,0.00104493207941484,0.000522778192681105
"Smart Matchning AB","2024-07","Rusta och Matcha",8,38,0,5390,52364,0.00148423005565863,0.000725689404934688
"Smart Matchning AB","2024-08","Rusta och Matcha",13,53,6,2960,46070,0.00439189189189189,0.00115042326893857
"Smart Matchning AB","2024-09","Rusta och Matcha",9,58,5,6345,43259,0.00141843971631206,0.001340761460043
"Smart Matchning AB","2024-10","Rusta och Matcha",21,80,7,7366,41513,0.00285093673635623,0.00192710717124756
"Smart Matchning AB","2024-11","Rusta och Matcha",12,84,10,5696,39416,0.00210674157303371,0.00213111426831743
"Smart Matchning AB","2024-12","Rusta och Matcha",12,91,7,5974,40168,0.00200870438567124,0.00226548496315475
"Snabbjobb MM AB","2024-08","Rusta och Matcha",0,0,0,2960,46070,0,0
"Snabbjobb MM AB","2024-09","Rusta och Matcha",5,7,0,6345,43259,0.000788022064617809,0.000161816038281051
"Snabbjobb MM AB","2024-10","Rusta och Matcha",6,13,0,7366,41513,0.000814553353244638,0.000313154915327729
"Snabbjobb MM AB","2024-11","Rusta och Matcha",0,17,0,5696,39416,0,0.000431296935254719
"Snabbjobb MM AB","2024-12","Rusta och Matcha",0,23,0,5974,40168,0,0.000572595100577574
"Stadsmissionen","2023-04","Rusta och Matcha",7,7,0,8486,63195,0.000824888050907377,0.000110768256982356
"Stadsmissionen","2023-05","Rusta och Matcha",0,6,0,12038,60152,0,9.97473068227158e-05
"Stadsmissionen","2023-06","Rusta och Matcha",11,19,0,9226,55094,0.00119228267938435,0.000344865139579628
"Stadsmissionen","2023-07","Rusta och Matcha",8,22,0,7862,51663,0.00101755278555075,0.000425836672279968
"Stadsmissionen","2023-08","Rusta och Matcha",0,23,0,6562,44388,0,0.000518158060737136
"Stadsmissionen","2023-09","Rusta och Matcha",0,25,0,11957,41936,0,0.000596146508966043
"Stadsmissionen","2023-10","Rusta och Matcha",12,30,5,14711,47275,0.000815716130786486,0.000634584875727129
"Stadsmissionen","2023-11","Rusta och Matcha",7,33,0,11758,52797,0.000595339343425753,0.000625035513381442
"Start Introab AB","2021-12","Rusta och Matcha",24,24,0,13013,35668,0.00184430953661723,0.000672872042166648
"Start Introab AB","2022-01","Rusta och Matcha",12,39,0,10877,43054,0.00110324538015997,0.000905839178705811
"Start Introab AB","2022-02","Rusta och Matcha",17,57,0,16179,55202,0.00105074479263242,0.00103257128364914
"Start Introab AB","2022-03","Rusta och Matcha",10,62,0,15411,65117,0.000648887158523133,0.000952132315677934
"Start Introab AB","2022-04","Rusta och Matcha",6,62,5,11321,68619,0.000529988516915467,0.000903539835905507
"Start Introab AB","2022-05","Rusta och Matcha",5,62,0,10669,70318,0.000468647483363014,0.00088170880855542
"Start Introab AB","2022-06","Rusta och Matcha",0,63,0,7847,68443,0,0.000920473971041597
"Start Introab AB","2022-07","Rusta och Matcha",6,67,0,7911,69212,0.000758437618505878,0.000968040224238571
"Start Introab AB","2022-08","Rusta och Matcha",0,65,0,4820,65940,0,0.000985744616317865
"Start Introab AB","2022-09","Rusta och Matcha",6,63,8,8197,66124,0.000731975112846163,0.000952755429193636
"Start Introab AB","2022-10","Rusta och Matcha",32,92,0,11356,69163,0.00281789362451567,0.00133019099807701
"Start Introab AB","2022-11","Rusta och Matcha",18,90,16,10934,70709,0.0016462410828608,0.00127282241298845
"Start Introab AB","2022-12","Rusta och Matcha",11,71,19,10114,70789,0.00108760134467075,0.00100298068909011
"Start Introab AB","2023-01","Rusta och Matcha",8,75,7,7787,67057,0.00102735328110954,0.00111845146666269
"Start Introab AB","2023-02","Rusta och Matcha",11,76,10,11172,67672,0.000984604368063015,0.00112306419198487
"Start Introab AB","2023-03","Rusta och Matcha",25,90,13,12440,69280,0.0020096463022508,0.00129907621247113
"Start Introab AB","2023-04","Rusta och Matcha",13,92,11,8486,63195,0.00153193495168513,0.0014558113774824
"Start Introab AB","2023-05","Rusta och Matcha",13,82,23,12038,60152,0.00107991360691145,0.00136321319324378
"Start Introab AB","2023-06","Rusta och Matcha",13,82,14,9226,55094,0.00140906134836332,0.00148836533923839
"Start Introab AB","2023-07","Rusta och Matcha",9,79,9,7862,51663,0.00114474688374459,0.00152914077773261
"Start Introab AB","2023-08","Rusta och Matcha",7,65,22,6562,44388,0.0010667479427004,0.00146435973686582
"Start Introab AB","2023-09","Rusta och Matcha",15,54,22,11957,41936,0.00125449527473447,0.00128767645936665
"Start Introab AB","2023-10","Rusta och Matcha",13,59,7,14711,47275,0.000883692475018693,0.00124801692226335
"Start Introab AB","2023-11","Rusta och Matcha",11,59,8,11758,52797,0.000935533253954754,0.00111748773604561
"Start Introab AB","2023-12","Rusta och Matcha",10,55,14,9187,56760,0.00108849461195167,0.000968992248062015
"Start Introab AB","2024-01","Rusta och Matcha",7,53,8,8900,59141,0.000786516853932584,0.000896163406097293
"Start Introab AB","2024-02","Rusta och Matcha",7,55,5,10063,63776,0.000695617609062904,0.000862393376818866
"Start Introab AB","2024-03","Rusta och Matcha",7,54,8,8455,64400,0.000827912477823773,0.000838509316770186
"Start Introab AB","2024-04","Rusta och Matcha",5,51,6,6871,62884,0.000727696114102751,0.00081101711087081
"Start Introab AB","2024-05","Rusta och Matcha",6,47,10,6017,57867,0.000997174671763337,0.000812207302953324
"Start Introab AB","2024-06","Rusta och Matcha",0,46,7,5742,53560,0,0.000858849887976102
"Start Introab AB","2024-07","Rusta och Matcha",0,40,7,5390,52364,0,0.000763883584141777
"Start Introab AB","2024-08","Rusta och Matcha",0,31,11,2960,46070,0,0.000672889081831995
"Start Introab AB","2024-09","Rusta och Matcha",0,26,10,6345,43259,0,0.000601030999329619
"Start Introab AB","2024-10","Rusta och Matcha",0,25,0,7366,41513,0,0.000602220991014863
"Start Introab AB","2024-11","Rusta och Matcha",0,23,0,5696,39416,0,0.000583519382991679
"Start Introab AB","2024-12","Rusta och Matcha",0,19,0,5974,40168,0,0.000473013343955387
"Steps Jobbcenter AB","2024-01","Rusta och Matcha",0,16,0,8900,59141,0,0.000270539896180315
"Steps Jobbcenter AB","2024-02","Rusta och Matcha",10,46,0,10063,63776,0.000993739441518434,0.000721274460612143
"Steps Jobbcenter AB","2024-03","Rusta och Matcha",16,60,6,8455,64400,0.00189237137788291,0.00093167701863354
"Steps Jobbcenter AB","2024-04","Rusta och Matcha",14,68,8,6871,62884,0.0020375491194877,0.00108135614782775
"Steps Jobbcenter AB","2024-05","Rusta och Matcha",12,77,0,6017,57867,0.00199434934352667,0.00133063749632779
"Steps Jobbcenter AB","2024-06","Rusta och Matcha",13,85,0,5742,53560,0.00226401950539882,0.00158700522778193
"Steps Jobbcenter AB","2024-07","Rusta och Matcha",9,89,6,5390,52364,0.00166975881261596,0.00169964097471545
"Steps Jobbcenter AB","2024-08","Rusta och Matcha",9,87,11,2960,46070,0.00304054054054054,0.00188843064901237
"Steps Jobbcenter AB","2024-09","Rusta och Matcha",10,80,17,6345,43259,0.00157604412923562,0.00184932615178344
"Steps Jobbcenter AB","2024-10","Rusta och Matcha",11,83,8,7366,41513,0.00149334781428184,0.00199937369016934
"Steps Jobbcenter AB","2024-11","Rusta och Matcha",0,72,12,5696,39416,0,0.00182666937284352
"Steps Jobbcenter AB","2024-12","Rusta och Matcha",12,74,9,5974,40168,0.00200870438567124,0.00184226249751046
"Stift Activa i Örebro län","2021-09","Rusta och Matcha",9,9,0,2639,14018,0.00341038272072755,0.000642031673562562
"Stift Activa i Örebro län","2021-10","Rusta och Matcha",25,34,0,4365,16624,0.00572737686139748,0.00204523580365736
"Stift Activa i Örebro län","2021-11","Rusta och Matcha",16,47,0,10345,25024,0.00154664088931851,0.00187819693094629
"Stift Activa i Örebro län","2021-12","Rusta och Matcha",7,47,6,13013,35668,0.000537923614846692,0.00131770774924302
"Stift Activa i Örebro län","2022-01","Rusta och Matcha",0,48,0,10877,43054,0,0.00111487898917638
"Stift Activa i Örebro län","2022-02","Rusta och Matcha",6,53,0,16179,55202,0.000370851103282032,0.000960110140936923
"Stift Activa i Örebro län","2022-03","Rusta och Matcha",6,57,0,15411,65117,0.00038933229511388,0.000875347451510358
"Stift Activa i Örebro län","2022-04","Rusta och Matcha",6,46,10,11321,68619,0.000529988516915467,0.000670368265349247
"Stift Activa i Örebro län","2022-05","Rusta och Matcha",0,37,10,10669,70318,0,0.00052618106317017
"Stift Activa i Örebro län","2022-06","Rusta och Matcha",0,30,7,7847,68443,0,0.000438320938591236
"Stift Activa i Örebro län","2022-07","Rusta och Matcha",0,28,0,7911,69212,0,0.000404554123562388
"Stift Activa i Örebro län","2022-08","Rusta och Matcha",0,19,8,4820,65940,0,0.000288140734000607
"Stift Activa i Örebro län","2022-09","Rusta och Matcha",0,20,0,8197,66124,0,0.000302462041013853
"Stift Activa i Örebro län","2022-10","Rusta och Matcha",0,11,9,11356,69163,0,0.000159044575857033
"Stift Activa i Örebro län","2022-11","Rusta och Matcha",0,12,0,10934,70709,0,0.000169709655065126
"Stift Activa i Örebro län","2022-12","Rusta och Matcha",0,12,0,10114,70789,0,0.000169517862944808
"Stift Activa i Örebro län","2023-01","Rusta och Matcha",0,15,0,7787,67057,0,0.000223690293332538
"Stift Activa i Örebro län","2023-02","Rusta och Matcha",0,18,0,11172,67672,0,0.000265988887575364
"Stift Activa i Örebro län","2023-03","Rusta och Matcha",0,18,0,12440,69280,0,0.000259815242494226
"Stift Activa i Örebro län","2023-04","Rusta och Matcha",0,16,0,8486,63195,0,0.000253184587388243
"Stift Activa i Örebro län","2023-05","Rusta och Matcha",5,17,0,12038,60152,0.000415351387273634,0.000282617369331028
"Stift Activa i Örebro län","2023-06","Rusta och Matcha",0,14,0,9226,55094,0,0.000254111155479726
